"Department","Course Code","Title","Credits","Description"
"Pharmacy Practice (PHRMPR)","PHRMPR 542","Introductory Pharmacy Practice Experience in Community Practice Settings","[1-2]-, max. 3","PHRMPR 542 Introductory Pharmacy Practice Experience in Community Practice Settings ([1-2]-, max. 3)Prepares students for practice in the community practice setting: medication use and patient safety; pharmacists' patient care process; medication knowledge; calculations; ethical, legal and professional behavior; general communication; patient education; drug information; insurance/prescription drug coverage; and health and wellness.  Students will spend the majority of class time for this course at a practice site. Prerequisite: PHRMCY 545  and PHRMPR 515. Credit/no-credit only. Offered: ASp."
"Pharmacy Practice (PHRMPR)","PHRMPR 561","Core Community Pharmacy Advanced Pharmacy Practice Experience","7, max. 77","PHRMPR 561 Core Community Pharmacy Advanced Pharmacy Practice Experience (7, max. 77)Advanced pharmacy practice experience focusing on providing patient-centered care to patients in a community pharmacy care setting. Each experience will be six weeks in length and will primarily involve patient care activities. Prerequisite: successful completion of all didactic and laboratory coursework in the UW School of Pharmacy professional curriculum. Credit/no-credit only. Offered: AWSpS."
"Pharmacy Practice (PHRMPR)","PHRMPR 562","Core Ambulatory Care Advanced Pharmacy Practice Experience","7, max. 77","PHRMPR 562 Core Ambulatory Care Advanced Pharmacy Practice Experience (7, max. 77)Advanced pharmacy practice experience focusing on providing patient-centered care to patients in a primary or specialty care clinic setting. Each experience will be six weeks in length and will primarily involve patient care activities. Prerequisite: successful completion of all didactic and laboratory coursework in the UW School of Pharmacy professional curriculum. Credit/no-credit only. Offered: AWSpS."
"Pharmacy Practice (PHRMPR)","PHRMPR 563","Core General Medicine Acute Care Advanced Pharmacy Practice Experience","7, max. 77","PHRMPR 563 Core General Medicine Acute Care Advanced Pharmacy Practice Experience (7, max. 77)Advanced pharmacy practice experience focusing on providing patient-centered care to patients in a general medicine acute care setting. Each experience will be six weeks in length and will primarily involve patient care activities. Prerequisite: successful completion of all didactic and laboratory coursework in the UW School of Pharmacy professional curriculum. Credit/no-credit only. Offered: AWSpS."
"Pharmacy Practice (PHRMPR)","PHRMPR 564","Core Health System Pharmacy Advanced Pharmacy Practice Experience","7, max. 77","PHRMPR 564 Core Health System Pharmacy Advanced Pharmacy Practice Experience (7, max. 77)Advanced pharmacy practice experience focusing on providing patient-centered care to patients in a health system acute care setting. Each experience will be six weeks in length and will primarily involve patient care activities. Prerequisite: successful completion of all didactic and laboratory coursework in the UW School of Pharmacy professional curriculum. Credit/no-credit only. Offered: AWSpS."
"Pharmacy Practice (PHRMPR)","PHRMPR 565","Elective Direct Patient Care Advanced Pharmacy Practice Experience","7, max. 77","PHRMPR 565 Elective Direct Patient Care Advanced Pharmacy Practice Experience (7, max. 77)Advanced pharmacy practice experience focused on continued building of skills in providing care directly to patients within any practice setting. Each experience is six weeks in length and primarily involves patient care activities. Prerequisite: successful completion of all required didactic and laboratory coursework in the UW School of Pharmacy professional curriculum. Credit/no-credit only. Offered: AWSpS."
"Pharmacy Practice (PHRMPR)","PHRMPR 566","Elective Senior Care Advanced Pharmacy Practice Experience","7, max. 77","PHRMPR 566 Elective Senior Care Advanced Pharmacy Practice Experience (7, max. 77)Advanced pharmacy practice experience focusing on providing patient-centered care to patients in a geriatric care setting. Each experience is six weeks in length and primarily involves patient care activities. Prerequisite: successful completion of all required didactic and laboratory coursework in the UW School of Pharmacy professional curriculum. Credit/no-credit only. Offered: AWSpS."
"Pharmacy Practice (PHRMPR)","PHRMPR 567","Elective Non-Patient Care Advanced Pharmacy Practice Experience","7, max. 77","PHRMPR 567 Elective Non-Patient Care Advanced Pharmacy Practice Experience (7, max. 77)Advanced pharmacy practice experience focusing on settings that do not involve direct patient care such as pharmacy administration, safety or quality management, education, professional organizations. Each experience is six weeks in length. Prerequisite: successful completion of all required didactic and laboratory coursework in the UW School of Pharmacy professional curriculum. Credit/no-credit only. Offered: AWSpS."
"Pharmacy Practice (PHRMPR)","PHRMPR 568","Elective Advanced Pharmacy Practice Experience","1-6, max. 12","PHRMPR 568 Elective Advanced Pharmacy Practice Experience (1-6, max. 12)Allows students to complete elective experiences that are shorter than the standard 6-week Advanced Pharmacy Practice Experience. Prerequisite: successful completion of all required didactic and laboratory coursework in the UW School of Pharmacy professional curriculum. Credit/no-credit only. Offered: AWSpS."
"Pharmacy Practice (PHRMPR)","PHRMPR 569","Research and Scholarship Advanced Pharmacy Practice Experience","7, max. 77","PHRMPR 569 Research and Scholarship Advanced Pharmacy Practice Experience (7, max. 77)Advanced pharmacy practice experience focusing on the introduction to and/or continuation in training in the scientific method of research and other scholarly projects. Each experience will be six weeks in length. Prerequisite: successful completion of all required didactic and laboratory coursework in the UW School of Pharmacy professional curriculum; and permission of  instructor. Credit/no-credit only. Offered: AWSpS."
"Pharmacy Regulatory Affairs (PHRMRA)","PHRMRA 524","Introduction to Clinical Trials","3","PHRMRA 524 Introduction to Clinical Trials (3)Introduces the major concepts under which clinical trials are designed to run. Focuses on the phases of clinical trials, the role of the Food and Drug Administration, Institutional Review Boards, the Code of Federal Regulations and ethical principles. Addresses study design and statistical concepts. Offered: A."
"Pharmacy Regulatory Affairs (PHRMRA)","PHRMRA 525","Implementation and Conduct of Clinical Trials","3","PHRMRA 525 Implementation and Conduct of Clinical Trials (3)Outlines the work of carrying out a clinical trial including the complex work of study initiation, issues of site and data managements, preparation of the final report and study close out, as well as the details that control the study conduct. Offered: W."
"Pharmacy Regulatory Affairs (PHRMRA)","PHRMRA 526","Project Management and the Business of Clinical Trials","3","PHRMRA 526 Project Management and the Business of Clinical Trials (3)Addresses the business dimension of clinical trials, including the principles of project management, planning, analysis, contingency and follow-up within the context of clinical trials that involve a large number of tasks and people responsible for parts of the overall study. Offered: Sp."
"Pharmacy Regulatory Affairs (PHRMRA)","PHRMRA 527","International Regulatory Affairs","3","PHRMRA 527 International Regulatory Affairs (3)Develops an understanding of international differences in the regulation of design, manufacture, and post-marketing surveillance of medical products relative to U.S. Food and Drug Administration requirements. Prerequisite: PHARM 504. Offered: A."
"Pharmacy Regulatory Affairs (PHRMRA)","PHRMRA 528","Medical Risk Analysis and Management","3","PHRMRA 528 Medical Risk Analysis and Management (3)Examines the principles and application of risk management methods in the design, manufacture, and marketing of medical products. Offered: A."
"Pharmacy Regulatory Affairs (PHRMRA)","PHRMRA 536","Skills for the Regulatory Affairs Professional","2","PHRMRA 536 Skills for the Regulatory Affairs Professional (2)Covers essential skills in regulatory affairs and includes an overview of local medical products companies. Offered: A."
"Pharmacy Regulatory Affairs (PHRMRA)","PHRMRA 545","Statistical Topics for Biomedical Regulatory Affairs Professionals","3","PHRMRA 545 Statistical Topics for Biomedical Regulatory Affairs Professionals (3)Applies statistical techniques to meet medical product regulatory commitments including biosimilars, product comparability, design and continued process verification. Prerequisite: introductory statistics.  Offered: W."
"Pharmacy Regulatory Affairs (PHRMRA)","PHRMRA 546","Technical Writing for the Medical Products Industries","3","PHRMRA 546 Technical Writing for the Medical Products Industries (3)Presents up-to-date information and strategies for effective technical communication within the medical product industries. Addresses the appropriate and correct use of the English language, information design, and the use of computer technology in producing professional documents. Emphasizes communicating technical information to a variety of stakeholders. Offered: A."
"Pharmacy Regulatory Affairs (PHRMRA)","PHRMRA 548","Biomedical Regulatory Affairs Practicum","[1-9]-, max. 9","PHRMRA 548 Biomedical Regulatory Affairs Practicum ([1-9]-, max. 9)Provides a practical experience to ensure that participants are able to shepherd new medical products (drug, device, biologic) through regulatory, clinical, and quality assurance aspects. Includes a project and final report. Offered: AWSpS."
"Pharmacy Regulatory Affairs (PHRMRA)","PHRMRA 550","Advanced Technical Writing for Biomedical Regulatory Affairs","2","PHRMRA 550 Advanced Technical Writing for Biomedical Regulatory Affairs (2)Further examines communications with attention to best written practices. Provides an intensive review of common editing and advanced strategies for crafting highly reliable and effective documentation. Prerequisite: PHRMRA 546 or permission of instructor. Offered: Sp."
