subject,code,credits,title,Description
RELI - Religion,AFST(RELI)(LACS) 4620/6620, 3 hours.,African Religion in Diaspora,"Diasporic movement, sustainability, modifications, syncretic tendencies of African Derived Religions in the Americas, especially Brazil, Cuba, Haiti, and North America."
RELI - Religion,RELI(AFST) 4625/6625, 3 hours.,Eschatology in African Religion,"Examination of African doctrines, death, muses of death, categories of death, rites, final judgment, reincarnation, and the ancestral cult."
RELI - Religion,RELI(ANTH) 4640/6640, 3 hours.,Anthropology of Religion,Anthropological approaches to the world's major religions as they relate to complex societies.
RELI - Religion,RELI(NAMS) 4705/6705, 1-3 hours. Repeatable for maximum 9 hours credit.,Topics in Native American Studies,Special topics in Native American Studies.
RELI - Religion,RELI(NAMS) 4710/6710, 1-3 hours. Repeatable for maximum 12 hours credit.,Directed Reading and Study in Native American Studies,Individual reading and study in Native American Studies under the direction of a project director.
RELI - Religion,RELI 4800, 3 hours. Repeatable for maximum 9 hours credit. 9 hours lab per week.,Reading and Research in Religion,Directed study in reading and research in religion.
RELI - Religion,RELI 4900, 3 hours. Repeatable for maximum 9 hours credit. 9 hours lab per week.,Topics and Problems,Topics and problems in religion with emphasis upon extensive reading in primary sources and individual and/or group research projects. Selection of topics will vary with instructor and interest of students.
RELI - Religion,RELI 4901/6901, 3 hours. Repeatable for maximum 9 hours credit.,Topics in the Study of Judaism,"Topics and problems concerning Judaism, with emphasis upon extensive reading in primary sources and individual and/or group research projects. Selection of topics will vary with instructor and interest of students."
RELI - Religion,RELI 4902/6902, 3 hours. Repeatable for maximum 9 hours credit.,Topics in the Study of Christianity,"Topics and problems concerning Christianity, with emphasis upon extensive reading in primary sources and individual and/or group research projects. Selection of topics will vary with instructor and interest of students."
RELI - Religion,RELI 4905/6905, 3 hours. Repeatable for maximum 9 hours credit.,Topics in the Study of the Religions of the Americas,Topics and problems concerning religions of the Americas with emphasis upon extensive reading in primary sources and individual and/or group research projects. Selection of topics will vary with instructor and interest of students.
RELI - Religion,RELI 4907/6907, 3 hours. Repeatable for maximum 9 hours credit.,Topics in the Study of Indigenous Religions and Other Studies,Topics and problems concerning indigenous religions and/or other religious studies with emphasis upon extensive reading in primary sources and individual and/or group research projects. Selection of topics will vary with instructor and interest of students.
RELI - Religion,RELI 4910/6910, 3 hours. Repeatable for maximum 9 hours credit. 9 hours lab per week.,"Topics and Problems in Religions of India, China, and Japan","Topics and problems concerning religions of India, China, and Japan, with emphasis upon extensive reading in primary sources and individual and/or group research projects. Selection of topics will vary with instructor and interest of students."
RELI - Religion,RELI 4960R, 1-6 hours. Repeatable for maximum 16 hours credit.,Faculty-Mentored Undergraduate Research I,"Faculty-supervised independent or collaborative inquiry into fundamental and applied problems within a discipline that requires students to gather, analyze, and synthesize and interpret data and to present results in writing and other relevant communication formats."
RELI - Religion,RELI 4970R, 1-6 hours. Repeatable for maximum 8 hours credit.,Faculty-Mentored Undergraduate Research II,"Faculty-supervised independent or collaborative inquiry into fundamental and applied problems within a discipline that requires students to gather, analyze, and synthesize and interpret data and to present results in writing and other relevant communication formats."
RELI - Religion,RELI 4980R, 1-6 hours. Repeatable for maximum 8 hours credit.,Faculty-Mentored Undergraduate Research III,"Faculty-supervised independent or collaborative inquiry into fundamental and applied problems within a discipline that requires students to gather, analyze, and synthesize and interpret data and to present results in writing and other relevant communication formats."
RELI - Religion,RELI 4990R, 1-6 hours. Repeatable for maximum 8 hours credit.,Undergraduate Research Thesis (or Final Project),"Faculty-supervised independent or collaborative inquiry into fundamental and applied problems within a discipline that requires students to gather, analyze, and synthesize and interpret data. Students will write or produce a thesis or other professional capstone product, such as a report or portfolio that describes their systematic and in-depth inquiry."
RELI - Religion,RELI 7000, 1-3 hours. Repeatable for maximum 15 hours credit.,Master's Research,Research while enrolled for a master's degree under the direction of faculty members.
RELI - Religion,RELI 7005, 3 hours. Repeatable for maximum 45 hours credit.,Graduate Student Seminar,Advanced supervised experience in an applied setting. This course may not be used to satisfy a student's approved program of study.
RELI - Religion,RELI 7300, 1-3 hours. Repeatable for maximum 15 hours credit.,Master's Thesis,Thesis writing under the direction of the major professor.
RELI - Religion,RELI 7771, 3 hours. Repeatable for maximum 9 hours credit.,Teaching Religious Studies,"Materials, techniques, and objectives for teaching introductory undergraduate courses in religious studies. Particular attention given to presenting lectures, leading discussions, constructing examinations, incorporating instructional technology, and dealing with issues of classroom management."
RELI - Religion,RELI 7772, 1-9 hours. Repeatable for maximum 12 hours credit.,Religious Language Teaching Practicum,"Guided practice in teaching one of the languages offered by the Religion department, such as (but not limited to) Hebrew, Arabic, Persian, and Turkish, applying pedagogical knowledge and skills. This course cannot be used to fulfill other RELI requirements."
